24,12000.0,48000.0,0,1,1624039808,394970,325,12,176,1377,1090,1171
 0.00000000e+00, 0.00000000e+00, 7.03262459e-06
 0.00000000e+00, 0.00000000e+00,-6.53889581e-06
 0.00000000e+00, 0.00000000e+00,-6.62921205e-06
 0.00000000e+00, 0.00000000e+00, 4.75665533e-06
 0.00000000e+00, 0.00000000e+00, 2.00502054e-06
 0.00000000e+00, 0.00000000e+00, 3.14300517e-06
 0.00000000e+00, 0.00000000e+00, 1.07235483e-05
 0.00000000e+00, 0.00000000e+00,-1.42097552e-06
 0.00000000e+00, 0.00000000e+00,-5.23232086e-06
 0.00000000e+00, 0.00000000e+00, 5.88861888e-06
 0.00000000e+00, 0.00000000e+00,-2.46864391e-07
 0.00000000e+00, 0.00000000e+00,-9.80834371e-06
 0.00000000e+00, 0.00000000e+00,-4.14852598e-06
 0.00000000e+00, 0.00000000e+00, 7.20723599e-06
 0.00000000e+00, 0.00000000e+00,-3.97391458e-07
 0.00000000e+00, 0.00000000e+00,-7.94782916e-07
 0.00000000e+00, 0.00000000e+00, 1.77621940e-06
 0.00000000e+00, 0.00000000e+00,-4.65429692e-06
 0.00000000e+00, 0.00000000e+00,-8.09233514e-06
 0.00000000e+00, 0.00000000e+00, 1.33668036e-06
 0.00000000e+00, 0.00000000e+00, 5.81636588e-06
 0.00000000e+00, 0.00000000e+00,-4.43753795e-06
 0.00000000e+00, 0.00000000e+00, 4.93728781e-07
 0.00000000e+00, 0.00000000e+00, 4.52183310e-06
 0.00000000e+00, 0.00000000e+00,-2.39639091e-06
 0.00000000e+00, 0.00000000e+00,-4.00401999e-06
 0.00000000e+00, 0.00000000e+00, 3.48018580e-06
 0.00000000e+00, 0.00000000e+00,-2.05318920e-06
 0.00000000e+00, 0.00000000e+00,-4.21475789e-08
 0.00000000e+00, 0.00000000e+00, 1.15725209e-05
 0.00000000e+00, 0.00000000e+00, 8.67035908e-07
 0.00000000e+00, 0.00000000e+00,-6.07527244e-06
 0.00000000e+00, 0.00000000e+00,-3.70898694e-06
 0.00000000e+00, 0.00000000e+00, 1.65579774e-06
 0.00000000e+00, 0.00000000e+00, 2.26392709e-06
 0.00000000e+00, 0.00000000e+00, 6.09935677e-06
 0.00000000e+00, 0.00000000e+00, 3.85349293e-07
 0.00000000e+00, 0.00000000e+00,-6.51481148e-06
